origin,destination,origin_country,destination_country,count
KMDT,KORD,US,US,188
KLAX,KIND,US,US,188
KIND,KPHL,US,US,187
KCLT,KSDF,US,US,187
KORD,KBUF,US,US,187
KLAX,KMDW,US,US,187
KDCA,KCMH,US,US,187
SBRJ,SBGR,BR,BR,187
KMCI,KDFW,US,US,187
KDEN,KBOS,US,US,186
ESSB,ESGG,SE,SE,186
KSTL,KMDW,US,US,186
KMDW,KSTL,US,US,186
KNSE,K12J,US,US,186
KORD,KTNU,US,US,186
KAUS,KLAS,US,US,185
ESPA,ESSA,SE,SE,185
LFPG,LFLL,FR,FR,185
KCGZ,KFFZ,US,US,185
KROA,KCLT,US,US,185
KCGZ,KIWA,US,US,185
KBWI,KMDW,US,US,185
LEMG,LEBL,ES,ES,185
KLAX,KBWI,US,US,185
KCLT,KIND,US,US,184
KEWR,KBNA,US,US,184
KBUF,KORD,US,US,184
KSAT,KLAX,US,US,184
KORD,7PS7,US,US,184
KCMH,KDCA,US,US,184
LEBL,LEMG,ES,ES,184
KSFO,KDEN,US,US,183
KLAX,KAUS,US,US,183
KDEN,KHOU,US,US,183
KBED,KTEB,US,US,183
YBCS,YMML,AU,AU,183
KDFW,KHOU,US,US,183
KSDF,KMIA,US,US,183
KHPN,KATL,US,US,183
KORD,KAKH,US,US,182
KDEN,KTPA,US,US,182
KPIT,KLGA,US,US,182
EGLL,EGCC,GB,GB,182
KDEN,KRIR,US,US,182
KSNA,KORD,US,US,182
KFLL,KRDU,US,US,181
KIAH,KSAN,US,US,181
KCNO,KAJO,US,US,181
KORD,KSNA,US,US,181
KDAL,02XS,US,US,181
KCLT,KFLL,US,US,181
KMIA,KSDF,US,US,181
KLAS,KHHR,US,US,180
KSAN,KIAH,US,US,180
KHOU,KMDW,US,US,180
KSTL,KMSP,US,US,180
KTPA,KBNA,US,US,180
KBWI,KDAL,US,US,179
KATL,KHPN,US,US,179
KIAH,KSDF,US,US,179
SBGR,SBCO,BR,BR,179
KDEN,KOAK,US,US,178
KATL,KSAN,US,US,178
KLGA,7PS7,US,US,178
KSJC,KLGB,US,US,178
KORD,KCLT,US,US,178
KMCO,KATL,US,US,178
LFBD,LFPG,FR,FR,178
YBBN,YPAC,AU,AU,177
KOPF,KTEB,US,US,177
KTEB,KOPF,US,US,177
KBNA,KTPA,US,US,177
KORD,KCLE,US,US,177
KDTW,KORD,US,US,177
KSDF,KIAH,US,US,176
KHOU,KLAS,US,US,176
KDFW,KIAD,US,US,176
KRDU,KMIA,US,US,175
KIND,KDFW,US,US,175
KIAH,KTPA,US,US,175
KMKE,KLGA,US,US,175
KMCI,KDAL,US,US,175
KSAN,KATL,US,US,175
KLGB,KSJC,US,US,175
KMSP,60CO,US,US,174
KMSP,KMCI,US,US,174
KIAH,KDEN,US,US,174
KSMF,KSNA,US,US,174
LFPG,LFBD,FR,FR,173
KOAK,KSDF,US,US,173
KFLL,KIAH,US,US,173
EGLL,EGAC,GB,GB,173
KSTL,KPHL,US,US,173
KLAX,CO12,US,US,173
LEMD,LEIB,ES,ES,173
KSTL,KPHX,US,US,173
KLAS,KDEN,US,US,173
KCVG,KBWI,US,US,173
88PA,KORD,US,US,173
KBNA,KDAL,US,US,173
KRDU,KTPA,US,US,173
KCLT,KCAE,US,US,173
KATL,KMKE,US,US,172
KLAS,KBOS,US,US,172
KEWR,KCMH,US,US,172
KLAX,KFLL,US,US,172
KBOS,KLAS,US,US,172
KDTW,KLGA,US,US,171
KMCI,KLGA,US,US,171
KTPA,KMDW,US,US,171
KDCA,KFLL,US,US,171
EGAA,EGSS,GB,GB,171
KORD,KDTW,US,US,171
KORD,KIAD,US,US,170
LPPT,LPPD,PT,PT,170
KPHX,KSTL,US,US,170
LIRF,LIMA,IT,IT,170
UUDD,ULLP,RU,RU,170
NZAA,NZGB,NZ,NZ,170
KPHX,KMCI,US,US,170
KDFW,KJFK,US,US,170
LFLL,LFPG,FR,FR,170
ENBO,ENGM,NO,NO,170
SBSP,SBVT,BR,BR,170
CYYZ,CPR2,CA,CA,169
KMDW,KLAS,US,US,169
KHOU,KBNA,US,US,169
KMDW,KLGA,US,US,169
KPHX,KHOU,US,US,169
KDEN,KAUS,US,US,169
LIMF,LIRF,IT,IT,169
KLGA,KMCI,US,US,168
KLAS,KMDW,US,US,168
KMCI,KPHX,US,US,168
SBSP,SBCO,BR,BR,168
KDAL,KMCI,US,US,168
KCVG,KMIA,US,US,168
LFPO,LFML,FR,FR,168
KPHL,KMDT,US,US,168
KIAH,KPHL,US,US,168
NZGB,NZAA,NZ,NZ,168
KPDX,KORD,US,US,167
KLAS,KHOU,US,US,167
YSTW,YSSY,AU,AU,167
KTPA,KRDU,US,US,167
KDFW,KIND,US,US,167
KCVG,KLGA,US,US,167
KCLT,KPHX,US,US,167
KDEN,KSDF,US,US,167
KJFK,KROC,US,US,167
KPHL,KLAX,US,US,167
LGIR,LGAV,GR,GR,166
LFML,LFPG,FR,FR,166
KIWA,KA39,US,US,166
YSSY,YSTW,AU,AU,166
KMDW,KTPA,US,US,166
KSDF,KRIR,US,US,166
KSEA,KIAH,US,US,165
LFML,LFPO,FR,FR,165
KIAH,KIAD,US,US,165
KFLL,KBNA,US,US,165
KSFO,KPHL,US,US,165
KCMH,KEWR,US,US,165
KLGA,KMDW,US,US,165
KPHL,KIAH,US,US,165
KPHL,KIND,US,US,165
KFLL,KLAX,US,US,165
KSGF,KORD,US,US,164
KCLT,KCMH,US,US,164
KMDW,KHOU,US,US,164
KATL,KDTW,US,US,164
LIBD,LIML,IT,IT,164
KROC,KJFK,US,US,164
KBWI,KHOU,US,US,164
KIAD,KLAX,US,US,163
KBNA,KFLL,US,US,163
KLGA,KIND,US,US,163
YPPF,YPAD,AU,AU,163
KCLT,KROA,US,US,162
KSFO,KBOI,US,US,162
KONT,KSFO,US,US,162
SSJC,SBSP,BR,BR,162
LFLL,LFBO,FR,FR,162
KORD,KPDX,US,US,162
KIAH,KSEA,US,US,161
KSFO,KRIR,US,US,161
KSMF,KLGB,US,US,161
ENGM,ENHD,NO,NO,161
KSAN,KPDX,US,US,161
KBOI,KSFO,US,US,161
KMIA,KRDU,US,US,161
KLAX,KMCI,US,US,161
KORD,60CO,US,US,161
LIML,LIBD,IT,IT,160
KPHL,KCMH,US,US,160
KBWI,KLAX,US,US,160
KRDU,KFLL,US,US,160
KCLE,KDCA,US,US,160
KFWA,KORD,US,US,160
KORD,PANC,US,US,160
EGPH,EGKK,GB,GB,160
KIAH,KBNA,US,US,159
KSMF,KRIR,US,US,159
KLAS,CO12,US,US,159
KCVG,KIAH,US,US,159
KPHL,KSFO,US,US,159
KMSP,KBWI,US,US,159
KDTW,KATL,US,US,159
KIND,KLAX,US,US,159
CYUL,CYVR,CA,CA,159
SBGR,SBVT,BR,BR,159
KMSP,KOMA,US,US,158
KRDU,KDFW,US,US,158
KDEN,KEWR,US,US,158
KSFO,60CO,US,US,158
KHPN,KTEB,US,US,158
LFLL,LFBD,FR,FR,157
KBNA,KIAH,US,US,157
LFPO,LFBD,FR,FR,157
KIND,KLGA,US,US,157
KBNA,KRDU,US,US,157
KDEN,KFLL,US,US,157
KMDW,KCMH,US,US,157
KDFW,KU42,US,US,156
KDEN,KMIA,US,US,156
KMDW,KLAX,US,US,156
KVPS,KATL,US,US,156
KOMN,KDAB,US,US,156
KLGA,KFTG,US,US,156
KORD,KHPN,US,US,156
KATL,KVPS,US,US,156
YSSY,YMAV,AU,AU,156
LFBD,LFLL,FR,FR,156
KSAT,KLAS,US,US,155
CYYZ,CNR6,CA,CA,155
KDEN,02XS,US,US,155
WMKK,WBKL,MY,MY,155
KORL,KATL,US,US,155
YMAV,YSSY,AU,AU,155
KSAT,KORD,US,US,155
KORD,KSAT,US,US,154
SBVT,SBSP,BR,BR,154
CYYC,CYWG,CA,CA,154
KBNA,KMSP,US,US,154
KDFW,KRDU,US,US,154
ENVA,ENBO,NO,NO,154
KMCI,KMSP,US,US,154
EDDP,EDDF,DE,DE,154
VAJJ,VOBL,IN,IN,154
KATL,KPLR,US,US,154
KDAB,0FD0,US,US,153
KSEA,KEWR,US,US,153
KMSP,KBNA,US,US,153
KCLE,KBOS,US,US,153
KOMA,KMDW,US,US,153
EDDM,EDDW,DE,DE,153
KPNS,KATL,US,US,153
KDEN,KTUL,US,US,153
LFBD,LFPO,FR,FR,153
EGAA,EGKK,GB,GB,153
KMDT,KPHL,US,US,153
KORL,KDFW,US,US,153
KDAL,KBNA,US,US,153
EGKK,EGPG,GB,GB,152
KSDF,KOAK,US,US,152
KPHL,KBUF,US,US,152
KATL,02XS,US,US,152
EGPH,EGLC,GB,GB,152
EDDW,EDDM,DE,DE,152
KEWR,KSEA,US,US,152
WBKL,WMKK,MY,MY,152
KHPN,KORD,US,US,152
KMSP,KSAN,US,US,152
KRDU,KBNA,US,US,152
KMDW,KDCA,US,US,152
KLAX,02XS,US,US,151
KPHL,KMDW,US,US,151
KLGB,KSMF,US,US,151
KLGA,KDTW,US,US,151
KDCA,KMDW,US,US,151
VOBL,VAJJ,IN,IN,151
KBOS,KMDW,US,US,151
KAUS,KJFK,US,US,151
KBOI,KLAX,US,US,151
KCNO,KRAL,US,US,151
KMSP,KIND,US,US,150
KCMH,KPHL,US,US,150
KAUS,KSFO,US,US,150
KMDT,KCLT,US,US,150
LFBO,LFLL,FR,FR,150
KBWI,KCVG,US,US,149
KDFW,02XS,US,US,149
KRDU,KIAD,US,US,149
KDAL,KABQ,US,US,149
KSEA,KBOS,US,US,149
OMDB,OMDM,AE,AE,149
EFHK,EFKU,FI,FI,149
YPMQ,YSSY,AU,AU,149
KHOU,KPHX,US,US,149
YPPF,YLYK,AU,AU,148
KDFW,KCOS,US,US,148
KTEB,KHPN,US,US,148
NZNV,NZCH,NZ,NZ,148
KATL,KXNA,US,US,148
KLAX,KBOI,US,US,148
KMSP,KTPA,US,US,148
KPDX,KDEN,US,US,148
YSSY,YMUR,AU,AU,147
KABQ,KDAL,US,US,147
UUDD,ULLI,RU,RU,147
KSNA,KSMF,US,US,147
YCVG,YPPF,AU,AU,147
KORL,KEWR,US,US,147
KPHL,KCVG,US,US,147
YSSY,YMHB,AU,AU,147
SBGR,SBRJ,BR,BR,147
KBOS,KSEA,US,US,146
KDAL,KDCA,US,US,146
KBWI,KLAS,US,US,146
KDEN,KBUR,US,US,146
EFKU,EFHK,FI,FI,146
KDFW,KCVG,US,US,146
KPAE,KSFO,US,US,146
KJFK,KDFW,US,US,146
KLAS,KPHL,US,US,146
ENUL,ENGM,NO,NO,145
KCWA,KORD,US,US,145
KMSP,KMSN,US,US,145
KATL,KDEN,US,US,145
KJFK,KSAN,US,US,145
KLAS,KBWI,US,US,145
KIAH,KSTL,US,US,145
KMDW,KOMA,US,US,145
KXNA,KATL,US,US,145
KMDW,KPHL,US,US,145
EDDF,EDDL,DE,DE,144
KBWI,KSTL,US,US,144
CYYC,CYYJ,CA,CA,144
NZCH,NZNV,NZ,NZ,144
LGAV,LGIR,GR,GR,144
LFRS,LFLL,FR,FR,144
KLAX,60CO,US,US,144
KDFW,KAUS,US,US,144
KSAN,KJFK,US,US,144
LIPZ,LIRF,IT,IT,144
KORD,K8C4,US,US,144
KMSP,KSDF,US,US,143
KATL,KBKL,US,US,143
KPHL,KLAS,US,US,143
KDCA,KDAL,US,US,143
LEPA,LETO,ES,ES,143
KBFI,KSDF,US,US,143
KEWR,7PS7,US,US,143
KSTL,KIAH,US,US,143
KIAD,KORD,US,US,143
OEDF,OETH,SA,SA,143
RJFF,RJBB,JP,JP,143
CYVR,CAM3,CA,CA,143
KDFW,FD83,US,US,142
WIHH,WICC,ID,ID,142
KONT,KSMF,US,US,142
KBWI,KPHL,US,US,141
KBWI,KMSP,US,US,141
KMCI,KLAX,US,US,141
KPDX,KMSP,US,US,141
EDDF,EDDS,DE,DE,141
KSEA,UT13,US,US,141
KDTW,KEWR,US,US,141
CYXX,CYYC,CA,CA,141
RJBB,RJFF,JP,JP,141
EGAC,EGLL,GB,GB,141
KBUF,KPHL,US,US,141
KATL,KFTG,US,US,141
CYVR,CYUL,CA,CA,140
LIRF,LIPZ,IT,IT,140
KCLE,KMDW,US,US,140
CYYZ,CNV9,CA,CA,140
YTDN,YMMB,AU,AU,140
EDDF,EDDV,DE,DE,140
EGPF,EGLL,GB,GB,140
KPHX,KIND,US,US,140
KSEA,KDAL,US,US,140
KEWR,KCVG,US,US,140
EGKK,EGAC,GB,GB,140
KCLE,KPHL,US,US,140
PANC,KLAX,US,US,140
KOMA,KMSP,US,US,139
KATL,KDAB,US,US,139
KBOS,KIAH,US,US,139
KPSP,KPHX,US,US,139
KCLT,KCVG,US,US,139
KLAX,KSTL,US,US,139
K61B,K1G4,US,US,139
KPHX,KPSP,US,US,139
KSTL,KLAS,US,US,139
KECP,KATL,US,US,139
EGSS,EGAC,GB,GB,138
KIAH,KBOS,US,US,138
KIAH,KIND,US,US,138
PANC,KJFK,US,US,138
KSDF,KMSP,US,US,138
KATL,KGRR,US,US,138
KLAS,KBNA,US,US,138
YPPF,YCVG,AU,AU,138
KBOS,KIAD,US,US,138
KATL,KROA,US,US,138
KMKE,KMSP,US,US,138
LIRF,LICJ,IT,IT,137
KSRQ,KATL,US,US,137
KIND,KIAH,US,US,137
KHOU,KTPA,US,US,137
LEBL,LEZL,ES,ES,137
KIAD,KRDU,US,US,137
KDAL,KLGA,US,US,137
KPHX,KBOS,US,US,137
KBLI,KSEA,US,US,137
KCVG,KDCA,US,US,136
AZ64,KDVT,US,US,136
KCOS,KDFW,US,US,136
KATL,SC32,US,US,136
KLAS,KSAT,US,US,136
KDEN,KSLC,US,US,136
KDFW,KPDX,US,US,136
KSDF,KBWI,US,US,136
KBOS,KBUF,US,US,136
KMKE,KPHX,US,US,136
KPDX,KRIR,US,US,136
KLAS,KSTL,US,US,135
KATL,KOMA,US,US,135
KHOU,KLAX,US,US,135
KMSP,KGRR,US,US,135
ENBO,ENVA,NO,NO,135
KCLT,KLAX,US,US,135
KIND,KPHX,US,US,135
KMSP,KMIA,US,US,135
KLGA,KDAL,US,US,135
YSSY,YBCS,AU,AU,135
EGLL,EGPD,GB,GB,135
KSAN,KMSP,US,US,135
KCLT,KLAS,US,US,135
KOMA,KATL,US,US,134
KBOS,KPHX,US,US,134
KOMA,KPHX,US,US,134
KSDF,KBFI,US,US,134
KCLT,KMSP,US,US,134
KCLT,KSTL,US,US,134
KJFK,KHHR,US,US,134
KDFW,KSMF,US,US,134
KBUF,KBOS,US,US,134
KMIA,KCVG,US,US,134
KATL,KECP,US,US,134
KFLL,KMDW,US,US,134
KDAL,KSEA,US,US,133
LEZL,LEBL,ES,ES,133
KFLG,KPHX,US,US,133
KATL,AL72,US,US,133
KTPA,KMSP,US,US,133
KPHX,KBNA,US,US,133
KORD,KCWA,US,US,133
KMDW,KBOS,US,US,133
KGRR,KATL,US,US,133
LFPG,LFML,FR,FR,133
KLAS,KU42,US,US,133
KATL,KTUL,US,US,133
KROA,KATL,US,US,132
KAUS,KDEN,US,US,132
EGAA,EGGP,GB,GB,132
KHOU,KSTL,US,US,132
OEDF,OERK,SA,SA,132
KSJC,KRIR,US,US,132
KMCO,KBOS,US,US,132
KIAD,KDFW,US,US,132
KPHX,34CO,US,US,131
KSDF,KPHX,US,US,131
VEPI,VIDP,IN,IN,131
KPDX,KBFI,US,US,131
KSFO,KMIA,US,US,131
KSFO,KPAE,US,US,131
KATL,KBUF,US,US,131
KBNA,KCLT,US,US,131
KLAX,KHOU,US,US,131
KORL,KORD,US,US,131
KPSP,KSEA,US,US,131
KDEN,KRDU,US,US,131
KORD,KORL,US,US,131
KLDJ,KEWR,US,US,131
KSTL,KBWI,US,US,131
YSSY,YCBG,AU,AU,131
LIRF,LIMJ,IT,IT,130
KCMH,KMDW,US,US,130
KMDW,KSAN,US,US,130
KFFZ,KCGZ,US,US,130
KEWR,KROC,US,US,130
YSSY,YYAK,AU,AU,130
CYTZ,CYOW,CA,CA,130
SBVT,SBGR,BR,BR,130
KIND,KDCA,US,US,130
CYYC,CYXX,CA,CA,130
KSEA,KBLI,US,US,130
KBNA,KAKH,US,US,130
EPWA,EPKK,PL,PL,129
KSEA,KPSP,US,US,129
KDCA,KIND,US,US,129
KBUF,KBWI,US,US,129
KFLL,KDAL,US,US,129
LIMJ,LIRF,IT,IT,128
KDAB,KATL,US,US,128
EDDF,EDDW,DE,DE,128
CYYZ,CYWG,CA,CA,128
EGLL,EGPH,GB,GB,128
KTYR,KDFW,US,US,128
KBWI,KJFK,US,US,128
EDDF,EDDN,DE,DE,128
KPDX,KSDF,US,US,128
KBWI,KSDF,US,US,128
KEWR,KDTW,US,US,128
KATL,KU42,US,US,128
KBNA,KHOU,US,US,128
KSAN,KMDW,US,US,128
KATL,NC16,US,US,127
SBGL,SBGR,BR,BR,127
KLAS,KDTW,US,US,127
KSTL,KHOU,US,US,127
KSGF,KDFW,US,US,127
KDFW,60CO,US,US,127
KLAX,34CO,US,US,127
KROC,KEWR,US,US,127
KATL,60CO,US,US,127
NC03,KATL,US,US,127
EDDF,EDDC,DE,DE,127
KBWI,KBUF,US,US,126
KSMF,KSFO,US,US,126
KEWR,KSTL,US,US,126
ENHD,ENGM,NO,NO,126
KTUL,KATL,US,US,126
CYRO,CYYZ,CA,CA,126
KCMH,KBWI,US,US,126
LPPD,LPPT,PT,PT,126
KCLE,KIAH,US,US,126
ESTA,ESSB,SE,SE,126
KPDX,KSNA,US,US,126
KSFO,KSMF,US,US,126
KMSP,KIAD,US,US,126
EPKK,EPWA,PL,PL,126
CYYZ,CYOW,CA,CA,126
KIAH,KMCI,US,US,126
KCMI,KORD,US,US,126
LEIB,LEMD,ES,ES,125
KJFK,KBWI,US,US,124
KSAN,KDAL,US,US,124
UUEE,UWWE,RU,RU,124
KDTW,KPHL,US,US,124
KE25,KDVT,US,US,124
KBUF,KATL,US,US,124
KPHX,KBWI,US,US,124
KPDX,KDFW,US,US,124
KCLT,28NR,US,US,124
KDAL,KSAN,US,US,123
LEBL,LETO,ES,ES,123
KIAD,KIAH,US,US,123
KMIA,KSFO,US,US,123
KIND,KBOS,US,US,123
KCVG,KAKH,US,US,123
KCMH,KIAD,US,US,123
KIND,KIAD,US,US,123
KBWI,KCMH,US,US,123
KORD,KHHR,US,US,123
KIND,KMSP,US,US,123
ENUL,ENZV,NO,NO,123
LIRF,LICZ,IT,IT,123
09PA,KORD,US,US,123
KAUS,KSJC,US,US,123
KIAH,60CO,US,US,123
YMMB,YMEN,AU,AU,123
KTPA,KCMH,US,US,123
ESSB,ESTA,SE,SE,122
LEZL,LEMD,ES,ES,122
KRHV,KE16,US,US,122
KMCI,KLAS,US,US,122
KIND,KTPA,US,US,122
KCOS,KORD,US,US,122
KCMH,KTPA,US,US,122
KIND,KMIA,US,US,122
KROC,KPHL,US,US,122
KMVY,KBOS,US,US,122
EDDV,EDDF,DE,DE,122
KSFO,UT13,US,US,122
KLGB,KU42,US,US,122
YHBA,YBBN,AU,AU,122
LIRF,LIPX,IT,IT,122
KPHL,KROC,US,US,122
KPHX,KAUS,US,US,121
KEWR,KBKL,US,US,121
KMSN,KMSP,US,US,121
EGNT,EGLL,GB,GB,121
KABQ,KLAS,US,US,121
KSEA,KIAD,US,US,121
KBOS,7PS7,US,US,121
K1G4,AZ50,US,US,121
KPDX,KSFF,US,US,121
KONT,KSJC,US,US,121
KIAD,KCMH,US,US,121
KLGA,KCVG,US,US,121
KBNA,KLAS,US,US,121
KPHX,KTPA,US,US,121
KDTW,KDFW,US,US,121
KBWI,KPHX,US,US,121
KDAL,KTPA,US,US,120
KSTL,KEWR,US,US,120
KLAS,KMCI,US,US,120
EGLL,EGNT,GB,GB,120
KMSP,KPDX,US,US,120
KSMF,KDFW,US,US,120
KCMH,KDFW,US,US,120
EGPD,EGLL,GB,GB,120
KCLT,KDAY,US,US,120
EGPH,EGSS,GB,GB,120
KIND,KBWI,US,US,120
LIPX,LIRF,IT,IT,120
KLGA,60CO,US,US,120
CYYZ,CYXE,CA,CA,120
KIND,KAKH,US,US,119
VEPI,VABB,IN,IN,119
KSDF,KAKH,US,US,119
KCLT,KMDT,US,US,119
KBOS,MA55,US,US,119
KGRR,KMSP,US,US,119
UUEE,ULMM,RU,RU,119
KDFW,KBWI,US,US,119
KMSP,KCVG,US,US,119
KDFW,KDTW,US,US,119
KSTL,KLAX,US,US,118
KATL,KCLE,US,US,118
KBWI,KIND,US,US,118
KORL,KPHL,US,US,118
KDFW,KPWA,US,US,118
KTPA,KHOU,US,US,118
KMDW,KOAK,US,US,118
KBWI,KISP,US,US,118
KBOI,KPHX,US,US,118
KOAK,KBFI,US,US,118
KBWI,KDFW,US,US,118
KDFW,KCLT,US,US,118
KBOS,KIND,US,US,118
KORD,KCOS,US,US,118
EKRN,EKCH,DK,DK,117
KDFW,KCMH,US,US,117
KTPA,KIND,US,US,117
KVNY,KCMA,US,US,117
KMSP,KDTW,US,US,117
YPJT,YMUL,AU,AU,117
EGGP,EGAC,GB,GB,117
KVNY,KTEB,US,US,117
EKCH,EKRN,DK,DK,117
KMCI,KIAH,US,US,117
KLAS,KIND,US,US,117
KPDX,KDAL,US,US,117
KPHX,KBOI,US,US,116
KSAN,KEWR,US,US,116
KTEB,KVNY,US,US,116
KMDW,KRDU,US,US,116
KSFO,KDAL,US,US,116
UUEE,UWKD,RU,RU,116
KIAH,02XS,US,US,116
KDTW,KBWI,US,US,116
KTUL,KDAL,US,US,116
KE16,KRHV,US,US,116
KDVT,KE25,US,US,116
CYXE,CYYZ,CA,CA,116
KDCA,KMCI,US,US,116
EGKK,EGPH,GB,GB,116
KU42,KLAX,US,US,116
KISP,KBWI,US,US,115
KIAD,KBOS,US,US,115
KBNA,KPHX,US,US,115
KMSP,KJFK,US,US,115
KORD,FD83,US,US,115
SBGL,SBSP,BR,BR,115
KDTW,KBOS,US,US,115
KHPN,KCLT,US,US,115
YWLM,YMML,AU,AU,115
KDTW,KIAH,US,US,115
KSAN,CO12,US,US,115
KMCI,60CO,US,US,115
KMIA,KMSP,US,US,115
KMCI,KDCA,US,US,115
VIDP,VIDN,IN,IN,115
KMCO,KBWI,US,US,114
KIAH,KAUS,US,US,114
KSNA,KIAH,US,US,114
KLAX,KSLC,US,US,114
KCOS,KDEN,US,US,114
KPHL,KBWI,US,US,114
VAPO,VOMM,IN,IN,114
KPHL,KLGA,US,US,114
KSTL,KDEN,US,US,114
VHHH,VHSK,HK,HK,114
KU42,KPHX,US,US,114
KPHX,KSBA,US,US,114
ULMM,UUEE,RU,RU,114
KIAH,KBWI,US,US,114
KIWA,KCGZ,US,US,113
KAUS,KSAN,US,US,113
KSEA,KBUR,US,US,113
KXNA,KIAH,US,US,113
EGAA,EGNX,GB,GB,113
KSBP,KPHX,US,US,113
RI20,KBWI,US,US,113
KIND,KLAS,US,US,113
KATL,KDAY,US,US,113
KBWI,KFTG,US,US,113
KVNY,KHHR,US,US,113
KBOS,KDTW,US,US,113
LGRP,LGAV,GR,GR,112
KRDU,KMDW,US,US,112
KLAS,KABQ,US,US,112
KLAX,KFAT,US,US,112
KJFK,KBNA,US,US,112
KBNA,KJFK,US,US,112
KIAH,KXNA,US,US,112
EDDM,EDDG,DE,DE,112
KDFW,KSUZ,US,US,112
ULLI,ULMM,RU,RU,112
SBRJ,SBVT,BR,BR,112
YSSY,YKEL,AU,AU,112
KDAL,KSFO,US,US,112
CHF2,CYTZ,CA,CA,112
KIAH,KCLT,US,US,112
EGNX,EGAC,GB,GB,112
KIAH,KDTW,US,US,112
LEMD,LEVT,ES,ES,112
KTYS,KATL,US,US,112
KIAH,KPWA,US,US,112
KATL,KTYS,US,US,112
KDTW,KFLL,US,US,112
KMDW,KFLL,US,US,112
KLAX,KDCA,US,US,112
YMML,YMUR,AU,AU,112
KRDU,KIAH,US,US,112
EDDL,EDDF,DE,DE,112
KMSP,KMKE,US,US,112
KATL,7PS7,US,US,111
EDDG,EDDM,DE,DE,111
KSBP,KSFO,US,US,111
KORD,KFKA,US,US,111
KPHL,KDTW,US,US,111
LFML,LFBD,FR,FR,111
EDDS,EDDF,DE,DE,111
KJFK,KIAD,US,US,111
KCLE,KDFW,US,US,111
KCMH,KBOS,US,US,111
KFLL,KDTW,US,US,111
KBUF,KEWR,US,US,110
EFHK,EFTU,FI,FI,110
EDDN,EDDF,DE,DE,110
KHSV,KDFW,US,US,110
KAUS,KBWI,US,US,110
KLGA,KPHL,US,US,110
KCRQ,KRNM,US,US,110
RJFF,RJTE,JP,JP,110
KCLE,KBWI,US,US,110
KPHX,KHHR,US,US,109
KIAH,KRDU,US,US,109
LIPQ,LIRF,IT,IT,109
KPGV,KCLT,US,US,109
KFAY,KATL,US,US,109
KDTW,KLAS,US,US,109
ENZV,ENKJ,NO,NO,109
KDFW,KGOP,US,US,109
KSDF,KLGA,US,US,109
KIAD,KIND,US,US,109
KIAH,KABQ,US,US,109
KBNA,KSTL,US,US,109
CYWG,CYYZ,CA,CA,109
CYCD,CYYC,CA,CA,109
KMKE,KBWI,US,US,109
KATL,86GA,US,US,108
KMIA,KIND,US,US,108
KFLL,KSFO,US,US,108
CYYC,CYCD,CA,CA,108
KIND,KCLT,US,US,108
KSBP,KLAX,US,US,108
KTPA,KDAL,US,US,108
KDAY,KATL,US,US,108
KDAL,KTUL,US,US,108
KIAD,KJFK,US,US,108
LEMD,LEMG,ES,ES,108
KBOI,KSJC,US,US,108
KONT,KLAS,US,US,108
KSFO,KFLL,US,US,108
LFNR,LFPO,FR,FR,108
KDEN,KHHR,US,US,108
KLGA,KSDF,US,US,108
KCLT,KPLR,US,US,108
KLAS,KSDL,US,US,108
KMDW,KFTG,US,US,107
KCLE,KIAD,US,US,107
KDEN,KMKE,US,US,107
YMML,YBCS,AU,AU,107
KDFW,KDAY,US,US,107
KJFK,KIND,US,US,107
KBUR,KSEA,US,US,107
KSAN,KHOU,US,US,107
LIRF,LIPQ,IT,IT,107
KDCA,KPVD,US,US,107
LFRS,LFPG,FR,FR,107
FAGM,FACT,ZA,ZA,106
KDEN,KSBA,US,US,106
KIND,KJFK,US,US,106
KCLE,KJFK,US,US,106
KFAT,KLAX,US,US,106
KDFW,KAKH,US,US,106
KEWR,KSAN,US,US,106
KTEB,KMIA,US,US,106
RJFF,RJOO,JP,JP,106
NZHN,NZWN,NZ,NZ,106
KATL,KSRQ,US,US,106
LIMC,LICJ,IT,IT,106
KDCA,KBKL,US,US,105
KDCA,KCVG,US,US,105
YSSY,YTYH,AU,AU,105
KSTS,KLAX,US,US,105
KTYS,KORD,US,US,105
KMIA,KBWI,US,US,105
KCLT,KDTW,US,US,105
KSNA,KVNY,US,US,105
YKEL,YSSY,AU,AU,105
KLGA,KIAD,US,US,105
KATL,K9A4,US,US,105
KEWR,KORL,US,US,105
KSDF,KPDX,US,US,105
KDEN,KCMH,US,US,105
KSDF,PANC,US,US,105
PAHO,PANC,US,US,105
KDAY,KDFW,US,US,105
KDEN,KDCA,US,US,104
YWLM,YSSY,AU,AU,104
KCLT,KHPN,US,US,104
KCVG,KBOS,US,US,104
KFLL,KCLT,US,US,104
KBOS,KFTG,US,US,104
KTPA,KCLT,US,US,104
KORD,02XS,US,US,104
KTEB,KBOS,US,US,104
RJOO,RJOM,JP,JP,104
KBUF,KLGA,US,US,104
KMCO,KJFK,US,US,104
KSEA,KYKM,US,US,104
KSMF,KDEN,US,US,104
KIAD,KLGA,US,US,104
KLAS,34CO,US,US,104
KDFW,KORL,US,US,104
KMSP,KCMH,US,US,104
KLAX,KSBA,US,US,103
KCAE,KPHL,US,US,103
LEVX,LEMD,ES,ES,103
KEWR,KBUF,US,US,103
KSDL,KLAS,US,US,103
CYWG,CYYC,CA,CA,103
KPHX,KAKH,US,US,103
