name,source,genre,year_from,year_to,rating,score,rank,popularity,members
Tenshi na Konamaiki,Manga,"['Comedy', 'Magic', 'Romance', 'Shounen']",2002,2003,PG-13,7.55,1537.0,2961.0,19011.0
Video Girl Ai,Manga,"['Comedy', 'Drama', 'Ecchi', 'Romance']",1992,1992,R+,7.27,2604.0,3012.0,18467.0
Wolf's Rain,Original,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",2003,2003,PG-13,7.89,730.0,386.0,221781.0
Yumeria,Visual novel,"['Action', 'Comedy', 'Ecchi', 'Harem', 'Super Power']",2004,2004,PG-13,6.2,7056.0,2742.0,22207.0
Samurai Champloo,Original,"['Action', 'Adventure', 'Comedy', 'Historical', 'Samurai', 'Shounen']",2004,2005,R,8.5,108.0,68.0,602539.0
Lodoss-tou Senki: Eiyuu Kishi Den,Novel,"['Action', 'Adventure', 'Drama', 'Magic', 'Romance', 'Fantasy']",1998,1998,PG-13,7.22,2787.0,2848.0,20581.0
Lodoss-tou Senki,Novel,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Shounen', 'Supernatural']",1990,1991,R,7.5,1668.0,1944.0,39938.0
R.O.D: Read or Die,Light novel,"['Action', 'Sci-Fi', 'Adventure', 'Mystery', 'Historical', 'Magic']",2001,2002,PG-13,7.73,1050.0,1693.0,49200.0
Ranma ½,Manga,"['Slice of Life', 'Comedy', 'Martial Arts', 'Fantasy', 'Shounen']",1989,1992,R+,7.84,831.0,643.0,145694.0
Pure Mail,Visual novel,['Hentai'],2001,2001,Rx,6.35,nan,6816.0,2545.0
Project A-Ko,Original,"['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi', 'Super Power']",1986,,PG-13,6.97,3784.0,3780.0,11129.0
Pia Carrot e Youkoso!!,Unknown,"['Comedy', 'Romance', 'Hentai']",1997,1998,Rx,6.13,nan,6809.0,2557.0
Pia Carrot e Youkoso!! 2,Unknown,"['Comedy', 'Romance', 'Hentai']",1998,1999,Rx,6.29,nan,7657.0,1740.0
Pia Carrot e Youkoso!! 2 DX,Unknown,"['Comedy', 'Romance']",1999,2000,PG-13,6.42,6118.0,7683.0,1722.0
Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,Visual novel,"['Comedy', 'Romance']",2002,,PG-13,5.99,7745.0,7210.0,2140.0
Shin Angel,Unknown,"['Comedy', 'Drama', 'Hentai', 'Romance']",1994,1995,Rx,6.37,nan,7473.0,1900.0
Kidou Senkan Nadesico,Original,"['Action', 'Comedy', 'Mecha', 'Military', 'Parody', 'Romance', 'Sci-Fi', 'Shounen', 'Space']",1996,1997,PG-13,7.57,1454.0,2059.0,36486.0
Kuro no Danshou,Unknown,"['Hentai', 'Horror']",1999,2000,Rx,5.93,nan,7599.0,1794.0
Mezzo DSA,Original,"['Action', 'Adventure', 'Comedy', 'Mystery', 'Sci-Fi']",2004,2004,R+,6.74,4724.0,3424.0,14279.0
Dragon Ball,Manga,"['Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']",1986,1989,PG-13,8.14,382.0,99.0,491047.0
Dragon Ball GT,Manga,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Magic', 'Sci-Fi', 'Shounen', 'Super Power']",1996,1997,PG-13,6.65,5110.0,210.0,334553.0
Elfen Lied,Manga,"['Action', 'Horror', 'Psychological', 'Supernatural', 'Drama', 'Romance', 'Seinen']",2004,2004,R+,7.72,1067.0,18.0,901294.0
FLCL,Original,"['Action', 'Sci-Fi', 'Comedy', 'Parody', 'Dementia', 'Psychological', 'Mecha']",2000,2001,PG-13,8.07,477.0,122.0,449437.0
Jigoku Shoujo,Original,"['Mystery', 'Horror', 'Psychological', 'Supernatural']",2005,2006,R,7.73,1040.0,357.0,232764.0
Ninin ga Shinobuden,Manga,"['Comedy', 'Parody', 'Martial Arts']",2004,2004,R,6.99,3708.0,2448.0,26893.0
Air Master,Manga,"['Action', 'Comedy', 'Martial Arts', 'Seinen']",2003,2003,R,7.09,3307.0,2417.0,27534.0
Cardcaptor Sakura,Manga,"['Adventure', 'Comedy', 'Drama', 'Magic', 'Romance', 'Fantasy', 'School', 'Shoujo']",1998,2000,PG,8.21,312.0,318.0,255161.0
Daa! Daa! Daa!,Manga,"['Comedy', 'Sci-Fi', 'Shoujo']",2000,2002,G,7.77,950.0,3222.0,16134.0
Dan Doh!!,Manga,"['Adventure', 'Sports', 'Shounen']",2004,2004,G,6.74,4704.0,6495.0,2936.0
Detective Conan,Manga,"['Adventure', 'Mystery', 'Comedy', 'Police', 'Shounen']",1996,,PG-13,8.25,286.0,537.0,172217.0
E's Otherwise,Manga,"['Adventure', 'Comedy', 'Drama', 'Military', 'Sci-Fi', 'Shounen', 'Supernatural']",2003,2003,PG-13,6.7,4876.0,3520.0,13357.0
Koukyoushihen Eureka Seven,Original,"['Adventure', 'Drama', 'Mecha', 'Romance', 'Sci-Fi']",2005,2006,PG-13,8.14,391.0,224.0,324904.0
Gankutsuou,Novel,"['Drama', 'Mystery', 'Sci-Fi', 'Supernatural', 'Thriller']",2004,2005,R,8.2,318.0,666.0,142187.0
Genshiken,Manga,"['Slice of Life', 'Comedy', 'Parody']",2004,2004,PG-13,7.71,1088.0,745.0,128591.0
Girls Bravo: First Season,Manga,"['Harem', 'Comedy', 'Romance', 'Ecchi', 'Fantasy', 'School', 'Shounen']",2004,2004,R+,6.59,5387.0,934.0,105109.0
Gokusen,Manga,"['Slice of Life', 'Comedy', 'Drama', 'School', 'Josei']",2004,2004,R,7.46,1808.0,2397.0,27997.0
Great Teacher Onizuka,Manga,"['Comedy', 'Drama', 'School', 'Shounen', 'Slice of Life']",1999,2000,R,8.73,36.0,153.0,396574.0
Groove Adventure Rave,Manga,"['Adventure', 'Comedy', 'Fantasy', 'Romance', 'Shounen']",2001,2002,PG-13,7.38,2150.0,1286.0,71413.0
Harukanaru Toki no Naka de: Hachiyou Shou,Visual novel,"['Fantasy', 'Magic', 'Supernatural', 'Demons', 'Historical', 'Shoujo']",2004,2005,PG-13,7.13,3152.0,3060.0,17862.0
InuYasha,Manga,"['Action', 'Adventure', 'Comedy', 'Historical', 'Demons', 'Supernatural', 'Magic', 'Romance', 'Fantasy', 'Shounen']",2000,2004,PG-13,7.91,687.0,149.0,403574.0
Konjiki no Gash Bell!!,Manga,"['Adventure', 'Comedy', 'Demons', 'Supernatural', 'Magic', 'Shounen']",2003,2006,PG-13,7.63,1288.0,1250.0,74492.0
Kyou kara Maou!,Light novel,"['Adventure', 'Comedy', 'Demons', 'Fantasy', 'Shoujo']",2004,2006,PG-13,7.83,846.0,1268.0,73011.0
Madlax,Original,"['Military', 'Mystery', 'Psychological', 'Supernatural', 'Drama', 'Magic', 'Shounen']",2004,2004,PG-13,7.12,3203.0,2267.0,30979.0
Jungle wa Itsumo Hare nochi Guu,Manga,"['Slice of Life', 'Comedy', 'School']",2001,2001,PG-13,7.92,673.0,2503.0,26022.0
Jungle wa Itsumo Hare nochi Guu Deluxe,Manga,"['Comedy', 'Slice of Life']",2002,2003,PG-13,7.9,700.0,3976.0,9959.0
Jungle wa Itsumo Hare nochi Guu Final,Manga,"['Slice of Life', 'Comedy']",2003,2004,PG-13,7.73,1042.0,4270.0,8391.0
Hitsuji no Uta,Manga,"['Horror', 'Drama', 'Vampire']",2003,2004,R,6.36,6372.0,3598.0,12676.0
Happy☆Lesson (TV),Manga,"['Comedy', 'Drama', 'Harem', 'Romance', 'Slice of Life']",2002,2002,PG-13,6.75,4667.0,2844.0,20618.0
Happy☆Lesson: Advance,Manga,"['Comedy', 'Harem', 'Romance', 'Slice of Life']",2003,2003,PG-13,6.93,3904.0,3721.0,11604.0
Happy☆Lesson: The Final,Manga,"['Comedy', 'Harem', 'Romance', 'School']",2004,2004,PG-13,6.92,3951.0,4474.0,7477.0
Hajime no Ippo,Manga,"['Comedy', 'Sports', 'Drama', 'Shounen']",2000,2002,PG-13,8.79,29.0,313.0,257615.0
Hajime no Ippo: Champion Road,Manga,"['Comedy', 'Shounen', 'Sports']",2003,,PG-13,8.35,204.0,1289.0,71169.0
Hajime no Ippo: Mashiba vs. Kimura,Manga,"['Comedy', 'Shounen', 'Sports']",2003,,PG-13,8.26,280.0,1509.0,58179.0
Gungrave,Game,"['Action', 'Drama', 'Sci-Fi', 'Seinen', 'Super Power']",2003,2004,R,7.93,655.0,764.0,126086.0
Golden Boy,Manga,"['Adventure', 'Comedy', 'Ecchi']",1995,1996,R+,8.04,510.0,539.0,171713.0
Bleach,Manga,"['Action', 'Adventure', 'Comedy', 'Super Power', 'Supernatural', 'Shounen']",2004,2012,PG-13,7.89,713.0,22.0,889504.0
Hellsing,Manga,"['Action', 'Horror', 'Supernatural', 'Vampire', 'Seinen']",2001,2002,R,7.59,1393.0,134.0,424367.0
Gad Guard,Original,"['Sci-Fi', 'Adventure', 'Mecha', 'Shounen']",2003,2003,PG-13,6.76,4610.0,3938.0,10230.0
Noir,Original,"['Action', 'Mystery', 'Drama']",2001,2001,PG-13,7.37,2196.0,1140.0,81480.0
Mahoutsukai ni Taisetsu na Koto,Manga,"['Slice of Life', 'Drama', 'Magic', 'Shounen']",2003,2003,PG-13,6.82,4334.0,2960.0,19007.0
Kiddy Grade,Original,"['Action', 'Sci-Fi', 'Super Power', 'Ecchi', 'Mecha']",2002,2003,R+,7.27,2581.0,2081.0,35880.0
Love♥Love?,Original,"['Ecchi', 'Comedy', 'Harem', 'Romance']",2004,2004,R+,5.99,7740.0,3101.0,17391.0
Mahoromatic: Automatic Maiden,Manga,"['Comedy', 'Ecchi', 'Military', 'Romance', 'Sci-Fi']",2001,2001,R+,7.25,2668.0,1772.0,46023.0
Mahoromatic 2,Manga,"['Comedy', 'Drama', 'Ecchi', 'Military', 'Romance', 'Sci-Fi']",2002,2003,R+,7.24,2708.0,2530.0,25469.0
Viewtiful Joe,Game,"['Action', 'Sci-Fi', 'Comedy', 'Shounen']",2004,2005,PG-13,6.84,4266.0,4441.0,7642.0
Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,Novel,"['Fantasy', 'Historical', 'Horror', 'Mystery', 'Psychological', 'Supernatural']",2003,2003,R,7.21,2823.0,2511.0,25772.0
Animal Yokochou,Manga,"['Adventure', 'Comedy', 'Fantasy', 'Shoujo']",2005,2006,G,6.97,3752.0,7531.0,1848.0
Akane Maniax,Visual novel,"['Comedy', 'Mecha', 'Romance']",2004,2005,PG-13,5.78,8283.0,3268.0,15684.0
Angel Heart,Manga,"['Action', 'Mystery', 'Drama', 'Romance', 'Seinen']",2005,2006,PG-13,7.34,2301.0,3665.0,12099.0
Akage no Anne,Novel,"['Slice of Life', 'Historical', 'Drama']",1979,1979,G,7.72,1062.0,3318.0,15199.0
Area 88 (TV),Manga,"['Action', 'Drama', 'Military', 'Romance', 'Shounen']",2004,2004,PG-13,7.1,3275.0,4028.0,9708.0
Argento Soma,Original,"['Action', 'Adventure', 'Drama', 'Mecha', 'Military', 'Sci-Fi']",2000,2001,PG-13,6.86,4158.0,3072.0,17708.0
B'T X,Manga,"['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']",1996,1996,PG-13,7.14,3110.0,4452.0,7609.0
Bakuten Shoot Beyblade,Manga,"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Sports', 'Shounen']",2001,2001,PG,6.8,4411.0,1376.0,66678.0
Comic Party,Visual novel,"['Comedy', 'Drama']",2001,2001,PG-13,6.64,5152.0,3341.0,15026.0
Seikai no Monshou,Light novel,"['Action', 'Military', 'Sci-Fi', 'Space', 'Romance']",1999,1999,PG-13,7.77,960.0,2122.0,34469.0
Dear Boys,Manga,"['Drama', 'Shounen', 'Sports']",2003,2003,PG-13,6.94,3860.0,3275.0,15636.0
Divergence Eve 2: Misaki Chronicles,Original,"['Adventure', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']",2004,2004,PG-13,6.35,6409.0,5027.0,5613.0
Dragon Drive,Manga,"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Fantasy', 'School', 'Shounen']",2002,2003,PG,6.82,4317.0,3100.0,17403.0
Grenadier: Hohoemi no Senshi,Manga,"['Action', 'Ecchi', 'Adventure', 'Comedy', 'Shounen']",2004,2005,PG-13,6.79,4462.0,1842.0,43776.0
.hack//Liminality,Original,"['Game', 'Mystery', 'Sci-Fi']",2002,2003,PG-13,6.68,4950.0,2409.0,27684.0
3x3 Eyes,Manga,"['Action', 'Demons', 'Fantasy', 'Horror', 'Romance']",1991,1992,R,6.89,4043.0,2925.0,19400.0
Cinderella Boy,Manga,"['Action', 'Adventure', 'Mystery', 'Comedy', 'Seinen']",2003,2003,PG-13,6.33,6502.0,5498.0,4482.0
Mirai Shounen Conan,Novel,"['Adventure', 'Drama', 'Sci-Fi']",1978,1978,PG-13,8.13,407.0,2569.0,24758.0
Aa! Megami-sama! Movie,Original,"['Comedy', 'Magic', 'Romance', 'Seinen', 'Supernatural']",2000,,PG-13,7.62,1301.0,2141.0,33927.0
Abashiri Ikka,Manga,"['Action', 'Comedy', 'Shounen']",1991,1991,R+,5.52,8858.0,6632.0,2770.0
Abenobashi Mahou☆Shoutengai,Original,"['Comedy', 'Parody', 'Ecchi', 'Fantasy']",2002,2002,R+,7.33,2333.0,1463.0,60981.0
Kerokko Demetan,Unknown,"['Kids', 'Fantasy', 'Comedy']",1973,1973,PG,6.03,7620.0,9448.0,723.0
Zettai Shounen,Original,"['Fantasy', 'Drama', 'Mystery', 'Sci-Fi', 'Shounen']",2005,2005,PG-13,6.99,3720.0,3430.0,14220.0
Akahori Gedou Hour Rabuge,Original,"['Comedy', 'Magic', 'Parody']",2005,2005,PG-13,6.23,6903.0,5698.0,4095.0
"Chiisana Obake Acchi, Kocchi, Socchi",Picture book,"['Comedy', 'Supernatural']",1991,1992,G,6.16,7177.0,8098.0,1411.0
Ace wo Nerae!,Manga,"['Sports', 'Drama', 'Romance', 'School', 'Shoujo']",1973,1974,PG-13,7.04,3496.0,4764.0,6407.0
Ace wo Nerae!: Final Stage,Unknown,"['Action', 'Drama', 'Sports']",1989,1990,PG-13,6.56,5510.0,8710.0,1057.0
Ace wo Nerae! (1979),Unknown,"['Sports', 'Drama', 'Romance', 'School', 'Shoujo']",1979,,PG-13,6.86,4154.0,7105.0,2236.0
Ace wo Nerae! 2,Manga,"['Drama', 'Shoujo', 'Sports']",1988,1988,PG-13,6.8,4406.0,8213.0,1344.0
Xiao Qian,Unknown,"['Action', 'Drama', 'Fantasy', 'Romance']",1997,,PG,6.65,5141.0,7061.0,2270.0
Nageki no Kenkou Yuuryouji,Unknown,"['Comedy', 'Hentai', 'Yuri']",1994,1995,Rx,6.32,nan,6011.0,3585.0
Hand Maid May,Original,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Sci-Fi']",2000,2000,PG-13,6.81,4374.0,2762.0,21960.0
Happy World!,Unknown,"['Ecchi', 'Fantasy', 'Comedy', 'Romance']",2002,2003,R+,6.07,7501.0,5262.0,4971.0
A Kite,Original,"['Action', 'Hentai', 'Police', 'Drama']",1998,1998,Rx,6.64,nan,2034.0,37280.0
Paradise Kiss,Manga,"['Slice of Life', 'Comedy', 'Drama', 'Romance', 'Josei']",2005,2005,R,7.89,726.0,862.0,112741.0
Mousou Dairinin,Original,"['Mystery', 'Dementia', 'Police', 'Psychological', 'Supernatural', 'Drama', 'Thriller']",2004,2004,R+,7.72,1079.0,435.0,201676.0
Kidou Keisatsu Patlabor: On Television,Original,"['Sci-Fi', 'Comedy', 'Police', 'Mecha']",1989,1990,PG-13,7.72,1073.0,2727.0,22423.0
Petshop of Horrors,Manga,"['Horror', 'Josei', 'Mystery', 'Supernatural']",1999,1999,R,7.35,2278.0,1908.0,41628.0
Puchi Pri*Yucie,Original,"['Comedy', 'Magic', 'Fantasy', 'Shoujo']",2002,2003,G,7.51,1643.0,3960.0,10061.0
Piano (TV),Original,"['Music', 'Slice of Life', 'Drama', 'Romance', 'Shoujo']",2002,2003,G,6.06,7542.0,4645.0,6798.0
Planetes,Manga,"['Drama', 'Romance', 'Sci-Fi', 'Seinen', 'Space']",2003,2004,PG-13,8.35,207.0,625.0,150440.0
Midori no Hibi,Manga,"['Comedy', 'Drama', 'Romance', 'Ecchi', 'Shounen']",2004,2004,R+,7.38,2155.0,847.0,114081.0
Mahoujin Guruguru,Manga,"['Adventure', 'Comedy', 'Magic', 'Fantasy', 'Shounen']",1994,1995,G,7.72,1077.0,4551.0,7156.0
Dokidoki♡Densetsu: Mahoujin Guruguru,Manga,"['Adventure', 'Comedy', 'Magic', 'Fantasy', 'Shounen']",2000,2000,G,7.36,2228.0,6675.0,2716.0
Mama wa Shougaku 4 Nensei,Original,"['Comedy', 'Drama', 'Sci-Fi']",1992,1992,PG,7.26,2633.0,6523.0,2915.0
Marmalade Boy,Manga,"['Comedy', 'Drama', 'Romance', 'Shoujo']",1994,1995,PG-13,7.61,1345.0,2214.0,32333.0
Matantei Loki Ragnarok,Manga,"['Comedy', 'Magic', 'Mystery', 'Shounen', 'Supernatural']",2003,2003,PG-13,7.37,2189.0,2318.0,29808.0
Ginyuu Mokushiroku Meine Liebe,Visual novel,"['Fantasy', 'Shoujo']",2004,2005,PG-13,6.5,5780.0,3862.0,10589.0
Psychic Academy,Manga,"['Comedy', 'Romance', 'Supernatural']",2002,2002,PG-13,6.31,6605.0,4163.0,8891.0
Versailles no Bara,Manga,"['Military', 'Historical', 'Drama', 'Romance', 'Shoujo']",1979,1980,PG-13,8.37,196.0,1695.0,49180.0
Serial Experiments Lain,Original,"['Dementia', 'Drama', 'Mystery', 'Psychological', 'Sci-Fi', 'Supernatural']",1998,1998,R,8.01,558.0,229.0,322643.0
Mutsu Enmei Ryuu Gaiden: Shura no Toki,Manga,"['Action', 'Historical', 'Martial Arts', 'Samurai', 'Shounen']",2004,2004,R,7.64,1266.0,3083.0,17566.0
Spiral: Suiri no Kizuna,Manga,"['Drama', 'Mystery', 'Shounen']",2002,2003,PG-13,7.33,2368.0,1897.0,41940.0
Starship Operators,Light novel,"['Drama', 'Military', 'Sci-Fi', 'Space']",2005,2005,PG-13,7.05,3487.0,3691.0,11833.0
Tsukuyomi: Moon Phase,Manga,"['Comedy', 'Romance', 'Vampire', 'Fantasy', 'Seinen']",2004,2005,PG-13,7.09,3337.0,1545.0,55868.0
Futatsu no Spica,Manga,"['Sci-Fi', 'Supernatural', 'Drama', 'School']",2003,2004,PG-13,7.44,1866.0,4515.0,7327.0
Eikoku Koi Monogatari Emma,Manga,"['Slice of Life', 'Historical', 'Drama', 'Romance', 'Seinen']",2005,2005,G,7.75,987.0,2155.0,33631.0
W: Wish,Visual novel,"['Drama', 'Harem', 'Romance', 'School', 'Slice of Life']",2004,2004,PG-13,6.26,6831.0,3650.0,12219.0
Wild Arms: Twilight Venom,Game,"['Action', 'Sci-Fi', 'Adventure', 'Magic', 'Vampire', 'Fantasy']",1999,2000,PG-13,6.72,4829.0,4991.0,5725.0
Binzume Yousei,Original,"['Comedy', 'Fantasy', 'Magic', 'Slice of Life']",2003,2003,G,6.51,5727.0,3385.0,14626.0
Magical Canan,Visual novel,"['Supernatural', 'Drama', 'Magic', 'Fantasy']",2005,2005,PG-13,6.33,6519.0,5935.0,3709.0
Ojamajo Doremi,Original,"['Comedy', 'Magic']",1999,2000,G,7.22,2791.0,2378.0,28587.0
Ojamajo Doremi Sharp,Original,"['Comedy', 'Magic', 'Shoujo']",2000,2001,G,7.37,2197.0,3737.0,11476.0
Motto! Ojamajo Doremi,Original,"['Magic', 'Fantasy', 'Comedy', 'Shoujo']",2001,2002,G,7.34,2322.0,3653.0,12184.0
Ojamajo Doremi Dokkaan!,Original,"['Comedy', 'Magic', 'Shoujo']",2002,2003,G,7.59,1408.0,4160.0,8898.0
UG☆Ultimate Girls,Unknown,"['Comedy', 'Ecchi', 'Magic', 'Sci-Fi']",2005,2005,R+,5.67,8564.0,4591.0,7022.0
Shakugan no Shana,Light novel,"['Action', 'Drama', 'Fantasy', 'Romance', 'School', 'Supernatural']",2005,2006,PG-13,7.63,1294.0,166.0,384800.0
Fate/stay night,Visual novel,"['Action', 'Supernatural', 'Magic', 'Romance', 'Fantasy']",2006,2006,R,7.49,1696.0,86.0,542280.0
Bokusatsu Tenshi Dokuro-chan,Light novel,"['Comedy', 'Ecchi', 'Magic']",2005,2005,R,6.73,4749.0,647.0,144773.0
"Iriya no Sora, UFO no Natsu",Light novel,"['Drama', 'Romance', 'Sci-Fi']",2005,2005,R+,7.05,3475.0,2801.0,21286.0
I'll/CKBC,Manga,"['Action', 'Sports', 'School', 'Shounen']",2002,2003,PG-13,6.4,6191.0,5722.0,4057.0
Himiko-den,Game,"['Adventure', 'Supernatural', 'Drama', 'Fantasy']",1999,1999,PG-13,6.31,6588.0,5517.0,4429.0
Memories Off,Visual novel,"['Romance', 'Drama']",2001,2002,PG-13,6.01,7685.0,5203.0,5112.0
Memories Off 2nd,Visual novel,"['Romance', 'Drama']",2003,2003,PG-13,6.39,6243.0,6342.0,3126.0
Memories Off 3.5,Visual novel,"['Romance', 'Drama']",2004,2004,PG-13,6.39,6244.0,6731.0,2655.0
Gallery Fake,Manga,"['Mystery', 'Seinen']",2005,2005,PG-13,7.57,1449.0,4112.0,9202.0
Fake,Manga,"['Police', 'Comedy', 'Romance', 'Mystery', 'Shounen Ai']",1998,,PG-13,6.63,5211.0,3466.0,13914.0
AIKa,Original,"['Action', 'Ecchi', 'Adventure', 'Comedy', 'Sci-Fi']",1997,1999,R+,6.0,7702.0,2724.0,22432.0
Akazukin Chacha OVA,Manga,"['Comedy', 'Fantasy', 'Magic']",1995,1996,G,7.16,3019.0,7414.0,1943.0
Bible Black,Visual novel,['Hentai'],2001,2003,Rx,6.81,nan,1894.0,42006.0
Boogiepop wa Warawanai: Boogiepop Phantom,Light novel,"['Dementia', 'Drama', 'Horror', 'Mystery', 'Psychological', 'Supernatural']",2000,2000,R+,7.22,2765.0,1367.0,67076.0
Burn Up Excess,Original,"['Action', 'Adventure', 'Comedy', 'Ecchi', 'Police', 'Sci-Fi', 'Shounen']",1997,1998,PG-13,6.64,5150.0,4409.0,7782.0
Cardcaptor Sakura Movie 1,Manga,"['Comedy', 'Drama', 'Fantasy', 'Magic', 'Shoujo']",1999,,PG,7.72,1063.0,1301.0,70714.0
Cardcaptor Sakura Movie 2: Fuuin Sareta Card,Manga,"['Comedy', 'Drama', 'Fantasy', 'Magic', 'Romance', 'Shoujo']",2000,,PG,8.29,257.0,1163.0,79924.0
Bannou Bunka Neko-Musume,Manga,"['Sci-Fi', 'Adventure', 'Comedy', 'Mecha', 'Seinen']",1992,1994,PG-13,6.75,4657.0,4455.0,7600.0
Bannou Bunka Neko-Musume DASH!,Unknown,"['Action', 'Comedy', 'Ecchi', 'Romance', 'Sci-Fi']",1998,1998,R,6.45,5970.0,5673.0,4140.0
Bannou Bunka Neko-Musume (1998),Original,"['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi', 'Seinen']",1998,1998,PG-13,6.62,5241.0,5230.0,5049.0
"Elfen Lied: Tooriame nite Arui wa, Shoujo wa Ikani Shite Sono Shinjou ni Itatta ka? - Regenschauer",Manga,"['Horror', 'Psychological', 'Supernatural', 'Drama', 'Ecchi', 'Seinen']",2005,,R+,7.29,2504.0,659.0,143206.0
eX-Driver,Unknown,"['Action', 'Adventure', 'Cars', 'Comedy', 'Sci-Fi', 'Shounen']",2000,2001,PG-13,6.83,4276.0,4597.0,6989.0
eX-Driver the Movie,Original,"['Action', 'Adventure', 'Cars', 'Comedy', 'Sci-Fi', 'Shounen']",2002,,PG-13,6.77,4547.0,6069.0,3499.0
Heppoko Jikken Animation Excel♥Saga,Manga,"['Comedy', 'Parody', 'Sci-Fi', 'Shounen']",1999,2000,R,7.55,1516.0,1127.0,82012.0
Fushigi Yuugi OVA,Manga,"['Adventure', 'Fantasy', 'Romance', 'Comedy', 'Historical', 'Shoujo']",1996,1997,PG-13,7.24,2696.0,3115.0,17236.0
Fushigi Yuugi: Dai Ni Bu,Manga,"['Adventure', 'Drama', 'Fantasy', 'Historical', 'Martial Arts', 'Romance', 'Shoujo']",1997,1998,PG-13,7.35,2267.0,3281.0,15591.0
Futari Ecchi,Manga,"['Comedy', 'Ecchi', 'Romance', 'Seinen', 'Slice of Life']",2002,2004,R+,6.47,5903.0,2563.0,24853.0
Galaxy Angel,Game,"['Comedy', 'Sci-Fi']",2001,2001,PG-13,7.1,3284.0,2838.0,20724.0
Gantz,Manga,"['Action', 'Sci-Fi', 'Horror', 'Psychological', 'Supernatural', 'Drama', 'Ecchi']",2004,2004,R+,7.17,2987.0,372.0,226727.0
Gilgamesh,Manga,"['Drama', 'Fantasy', 'Sci-Fi', 'Supernatural']",2003,2004,R,6.74,4710.0,2314.0,29840.0
H2,Unknown,"['Comedy', 'Romance', 'Shounen', 'Sports']",1995,1996,PG-13,7.34,2310.0,4893.0,6011.0
Haibane Renmei,Other,"['Slice of Life', 'Mystery', 'Psychological', 'Drama', 'Fantasy']",2002,2002,PG-13,8.02,539.0,564.0,163895.0
Capeta,Manga,"['Cars', 'Shounen', 'Sports']",2005,2006,PG,7.9,695.0,3426.0,14269.0
Karas,Original,"['Action', 'Sci-Fi', 'Super Power', 'Fantasy']",2005,2007,R,7.49,1702.0,1622.0,52052.0
Suzuka,Manga,"['Sports', 'Drama', 'Romance', 'Shounen']",2005,2005,PG-13,7.31,2445.0,1095.0,84848.0
Tales of Phantasia The Animation,Game,"['Adventure', 'Fantasy', 'Shounen']",2004,2006,PG-13,6.9,4038.0,2969.0,18912.0
Yuu☆Yuu☆Hakusho,Manga,"['Action', 'Comedy', 'Demons', 'Supernatural', 'Martial Arts', 'Shounen']",1992,1995,PG-13,8.48,117.0,252.0,306680.0
Escaflowne,Original,"['Adventure', 'Drama', 'Fantasy', 'Mecha', 'Romance', 'Sci-Fi', 'Shoujo']",2000,,PG-13,7.15,3072.0,1713.0,48210.0
Ai Yori Aoshi: Enishi,Manga,"['Comedy', 'Drama', 'Harem', 'Romance', 'Slice of Life']",2003,2003,PG-13,7.22,2760.0,1797.0,45119.0
Gantz 2nd Stage,Manga,"['Action', 'Sci-Fi', 'Horror', 'Psychological', 'Supernatural', 'Drama', 'Ecchi']",2004,2004,R+,7.2,2856.0,868.0,112212.0
Seikai no Senki,Light novel,"['Action', 'Military', 'Romance', 'Sci-Fi', 'Space']",2000,2000,PG-13,7.8,899.0,2665.0,23304.0
Seikai no Senki II,Light novel,"['Action', 'Military', 'Romance', 'Sci-Fi', 'Space']",2001,2001,PG-13,7.91,689.0,3136.0,16998.0
Seikai no Senki III,Light novel,"['Action', 'Military', 'Romance', 'Sci-Fi', 'Space']",2005,,PG-13,7.79,918.0,3526.0,13323.0
Seikai no Senki Special,Light novel,"['Action', 'Military', 'Romance', 'Sci-Fi', 'Space']",2001,,PG-13,7.41,2034.0,6787.0,2591.0
Seihou Bukyou Outlaw Star,Manga,"['Action', 'Sci-Fi', 'Adventure', 'Space', 'Comedy']",1998,1998,R+,7.95,640.0,949.0,101674.0
Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,Manga,"['Romance', 'Samurai', 'Historical', 'Drama', 'Shounen']",2001,,R,8.06,491.0,1479.0,59971.0
Otogi Juushi Akazukin OVA,Original,"['Adventure', 'Comedy', 'Magic', 'Fantasy']",2005,,PG-13,6.63,5224.0,8325.0,1280.0
Hanaukyou Maid-tai,Manga,"['Comedy', 'Ecchi', 'Harem', 'Romance']",2001,2001,R+,6.69,4926.0,2664.0,23327.0
